1	0	0	0.001	2.0000009928597
1	1	0	0.001	0.9936337199033
1	2	0	0.001	15.915486146527
1	3	0	0.001	379.95449733056
2	0	0	0.001	0
2	1	0	0.001	0
2	2	0	0.001	0
2	3	0	0.001	0
3	0	0	0.001	1.5707965040275
3	1	0	0.001	0.99004813485362
3	2	0	0.001	15.914671001026
3	3	0	0.001	379.94753928195
4	0	0	0.001	0
4	1	0	0.001	0
4	2	0	0.001	0
4	3	0	0.001	0
5	0	0	0.001	1.1780972828135
5	1	0	0.001	0.98514417050472
5	2	0	0.001	15.913058691061
5	3	0	0.001	379.93362620863
6	0	0	0.001	0
6	1	0	0.001	0
6	2	0	0.001	0
6	3	0	0.001	0
