1	0	0	0.01	2.0000000007993064
1	1	0	0.01	0.9303613968255566
1	2	0	0.01	1.5904317603163587
1	3	0	0.01	3.799505574625425
2	0	0	0.01	0
2	1	0	0.01	-0.2596095759933087
2	2	0	0.01	-0.4764113180908906
2	3	0	0.01	-1.139821934761926
3	0	0	0.01	1.5707963472727617
3	1	0	0.01	0.8594905639502844
3	2	0	0.01	1.5088768860061395
3	3	0	0.01	3.6164271054554717
4	0	0	0.01	0
4	1	0	0.01	-0.23087334241916666
4	2	0	0.01	-0.4475766705970607
4	3	0	0.01	-1.080478020997581
5	0	0	0.01	1.1780972386828095
5	1	0	0.01	0.7566912568284387
5	2	0	0.01	1.363375803230937
5	3	0	0.01	3.2805747778828938
6	0	0	0.01	0
6	1	0	0.01	-0.19223846327275934
6	2	0	0.01	-0.3975477136245785
6	3	0	0.01	-0.9724211833598891
