1	0	0	0.001	2.0000000007993073
1	1	0	0.001	0.936548772572735
1	2	0	0.001	1.5908819974507873
1	3	0	0.001	3.799532670409168
2	0	0	0.001	0
2	1	0	0.001	0
2	2	0	0.001	0
2	3	0	0.001	0
3	0	0	0.001	1.5707963472727617
3	1	0	0.001	0.9049859573043647
3	2	0	0.001	1.5836482595793562
3	3	0	0.001	3.793159249293959
4	0	0	0.001	0
4	1	0	0.001	0
4	2	0	0.001	0
4	3	0	0.001	0
5	0	0	0.001	1.1780972386828097
5	1	0	0.001	0.8640334284215133
5	2	0	0.001	1.5706730250370886
5	3	0	0.001	3.780669394090428
6	0	0	0.001	0
6	1	0	0.001	0
6	2	0	0.001	0
6	3	0	0.001	0
