1	0	0	0.01	1.999998776391092
1	1	0	0.01	0.4998405392653158
1	2	0	0.01	79.57742285587444
1	3	0	0.01	18997.71031004744
2	0	0	0.01	0
2	1	0	0.01	-0.4974210983089618
2	2	0	0.01	-79.52676230771278
2	3	0	0.01	-18989.64743137205
3	0	0	0.01	1.570795365774708
3	1	0	0.01	0.03063066454381040
3	2	0	0.01	2.515829715056440
3	3	0	0.01	500.5585197973478
4	0	0	0.01	0
4	1	0	0.01	-0.02966228000816872
4	2	0	0.01	-2.513315142941762
4	3	0	0.01	-500.2582147335135
5	0	0	0.01	1.178096524331031
5	1	0	0.01	0.001436800007850118
5	2	0	0.01	0.005021910015725595
5	3	0	0.01	0.6003098727179720
6	0	0	0.01	0
6	1	0	0.01	-0.0009368606066968966
6	2	0	0.01	-0.005007747320265567
6	3	0	0.01	-0.5997098629251516
