1	0	0	0.01	2.0000000007993064
1	1	0	0.01	0.9365284250755562
1	2	0	0.01	1.590880679110614
1	3	0	0.01	3.7995306374731794
2	0	0	0.01	0
2	1	0	0.01	0
2	2	0	0.01	0
2	3	0	0.01	0
3	0	0	0.01	1.5707963472727617
3	1	0	0.01	0.9048254503101458
3	2	0	0.01	1.5833851948874729
3	3	0	0.01	3.7925359903437434
4	0	0	0.01	0
4	1	0	0.01	0
4	2	0	0.01	0
4	3	0	0.01	0
5	0	0	0.01	1.1780972386828095
5	1	0	0.01	0.8636353832342387
5	2	0	0.01	1.5699072475669071
5	3	0	0.01	3.7788221035332006
6	0	0	0.01	0
6	1	0	0.01	0
6	2	0	0.01	0
6	3	0	0.01	0
